isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genres
9780099460176,0099460173,Blood Canticle,,Anne Rice,Horror tales,http://books.google.com/books/content?id=iQjGwPtIEVAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lestat is back with a vengeance and in thrall to Rowan Mayfair. Both demon and angel, he is drawn to kill but tempted by goodness as he moves among the pantheon of Anne Rice's unforgettable characters. Julien Mayfair, his tormentor; Rowan, witch and neurosurgeon, who attracts spirits to herself, casts spells on others and finds herself dangerously drawn to Lestat; Patsy, country and western singer, who was killed by Quinn Blackwood and dumped in a swamp; Ash Templeton, a 5,000 year old Taltos whose genes live on in the Mayfairs. Now, Lestat fights to save Patsy's ghost from the dark realms of the Earthbound, to uncover the mystery of the Taltos and to decide the fate of Rowan Mayfair. Both of Anne Rice's irresistible realms - the worlds of Blackwood Farm and the Mayfair Witches - collide as Lestat struggles between his lust for blood and the quest for life, between gratification and redemption.",2004.0,3.72,400.0,18646.0,['Horror']
9780099556312,0099556316,Airframe,,Michael Crichton,Adventure stories,http://books.google.com/books/content?id=drRsu1CjsYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The twin jet plane en route to Denver from Hong Kong is merely a green radar blip half an hour off the California coast when the call comes through to air traffic control: 'Socal Approach, this is TransPacific 545. We have an emergency. ' The pilot requ",1997.0,3.7,431.0,65778.0,['Adventure']
9780099730514,0099730510,Six Memos for the Next Millennium,,Italo Calvino,Literature,http://books.google.com/books/content?id=grihPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"SIX MEMOS FOR THE NEXT MILLENNIUM is the text to a series of lectures which became an obsession for Italo Calvino in the last year of his life. Drawing on the works of Lucretius, Ovid, Boccaccio, Falubert, Kundera, Perec and many more, he pinpoints the universal laws and indispensable literary values future generations might cherish -lightness, quickness, exactitude, visibility and multiplicity. It is an eloquent and lively 'defence' of literature - a fitting gift for the next millennium.",1996.0,4.23,128.0,2887.0,['Classic']
9780099766810,0099766817,"Cry, the Beloved Country",,Alan Paton,Classical fiction,http://books.google.com/books/content?id=bHxyrMfxzwUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cry the Beloved Country is the deeply moving story of the Zulu pastor Stephen Kumalo and his son Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its contemporaneity, unforgettable for character and incident, Cry the Beloved Country is a classic work of love and hope, courage and endurance, born of the dignity of man.",2002.0,3.89,240.0,729.0,['Classic']
9780099771814,0099771810,American Pastoral,,Philip Roth,American literature,http://books.google.com/books/content?id=O9E8gGrjhj4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In American Pastoral, Philip Roth gives us a novel of unqualified greatness that is an elegy for all the twentieth century's promises of prosperity, civic order, and domestic bliss. Roth's protagonist is Seymour 'Swede' Levov - a legendary high school athlete, a devoted family man, a hard worker, the prosperous inheritor of his father's Newark glove factory - comes of age in thriving, triumphant post-war America. And then one day in 1968, Swede's beautiful American luck deserts him. For Swede's adored daughter, Merry, has grown from a loving, quick-witted girl into a sullen, fanatical teenager - a teenager capable of an outlandishly savage act of political terrorism. And overnight Swede is wrenched out of the longed-for American pastoral and into the indigenous American berserk. Compulsively readable, propelled by sorrow, rage, and a deep compassion for its characters, this is Roth's masterpiece.",1998.0,3.92,432.0,44929.0,['Classic']
9780140071788,0140071784,Roald Dahl's Book of Ghost Stories,,Roald Dahl,"Ghost stories, American",http://books.google.com/books/content?id=zGt6RQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Who better to investigate the literary spirit world that the supreme connoisseur of the unexpected, Roald Dahl? His own short stories have teased and twisted imaginations in their millions, but amongst the many permutations of the macabre, Dahl has always felt a special fascination for the classic ghost story. In this book of ghost stories he has selected fourteen of his favourites for this superbly disquieting volume.",1985.0,3.69,249.0,2403.0,['Horror']
9780140189223,014018922X,Six Characters in Search of an Author and Other Plays,,Luigi Pirandello,Drama,http://books.google.com/books/content?id=AU4McHk5cewC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Accompanied by two additional plays, presents the classic drama about literature and reality in which six characters involved in their own family drama come to life at a theater in the midst of a rehearsal, insisting that the theatrical company complete their story.",1995.0,3.95,224.0,2888.0,['Drama']
9780140189643,0140189645,The Crucible,A Play in Four Acts,Arthur Miller,Drama,http://books.google.com/books/content?id=y408PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play revealing the Salem witch trials of the late seventeenth century and the problem of guilt by association,1995.0,3.57,176.0,1297.0,['Drama']
9780140247725,0140247726,The Crucible,Text and Criticism,Arthur Miller,Drama,http://books.google.com/books/content?id=nYZZ-O2L-EMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Earlier version copyright under title Those familiar spirits""-- T.p. verso.",1996.0,3.57,484.0,101.0,['Drama']
9780140247732,0140247734,Death of a Salesman,,Gerald Clifford Weales,Drama,http://books.google.com/books/content?id=ozfxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The tragedy of a typical American--a salesman who at the age of sixty-three is faced with what he cannot face; defeat and disillusionment.,1967.0,3.5,448.0,900.0,['Drama']
9780140297973,0140297979,Pleasing Myself,From Beowulf to Philip Roth,Frank Kermode,American literature,http://books.google.com/books/content?id=4rKpPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Frank Kermode has often said that much of his best work has been done at shorter length, in the essays he has written on a very wide range of subjects for literary journals of one kind or another. This volume brings together a selection of these pieces that have been written since the 1990s, on topics as diverse as Donne, Yeats, Howard Hodgkin, gnosticism, the sea and money, as well as futher thoughts on Shakespeare.",2002.0,3.71,278.0,12.0,['Classic']
9780140320435,0140320431,Charlie and the Great Glass Elevator,,Roald Dahl,Adventure stories,http://books.google.com/books/content?id=BmE7b_S91roC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mr. Willy Wonka might be a genius with chocolate, but Charlie and his family don't trust his flying skills one bit. And right now, he's at the helm of a giant glass elevator that's picking up speed and hurtling through space with Charlie and the entire Bucket family stuck inside! Roald Dahl's uproarious sequel to ""Charlie and the Chocolate Factory"" is certain to delight and entertain a new generation of readers. ""From the Hardcover edition.""",1986.0,3.66,160.0,201.0,['Adventure']
9780140437911,0140437916,Saint Joan,,George Bernard Shaw,Drama,http://books.google.com/books/content?id=9S6eVEmCko4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Shaw's most unusual and enduringly popular plays. With SAINT JOAN (1923) Shaw reached the height of his fame and Joan is one of his finest creations; forceful, vital, and rebelling against the values that surround her. The play distils Shaw's views on the subjects of politics, religion and creative evolution.",2003.0,3.79,160.0,5789.0,['Drama']
9780140440935,0140440933,Faust,,Johann Goethe,Drama,http://books.google.com/books/content?id=IYSxmzIyouoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A brief analysis of the development, style, and protagonists of the play is included with Goethe's masterpiece about a troubled man who sells his soul to the devil.",1959.0,3.73,288.0,120.0,['Drama']
9780140441123,0140441123,Prometheus Bound and Other Plays,,Aeschylus;Philip Vellacott,Drama,http://books.google.com/books/content?id=0gbclW98ougC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aeschylus (525;456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott's evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology.",1961.0,4.1,160.0,4075.0,['Drama']
9780140441222,0140441220,"Iphigenia, Phaedra, Athaliah",,Jean Racine,Drama,http://books.google.com/books/content?id=pNT4xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Strongly influenced by Classical drama, Jean Racine (1639–99) broke away from the grandiose theatricality of baroque drama to create works of intense psychological realism, with characters manipulated by cruel and vengeful gods. Iphigenia depicts a princess’s absolute submission to her father’s will, despite his determination to sacrifice her to gain divine favour before going to war. Described by Voltaire as ‘the masterpiece of the human mind’, Phaedra shows a woman’s struggle to overcome her overwhelming passion for her stepson – an obsession that brings destruction to a noble family. And Athaliah portrays a ruthless pagan queen, who defies Jehovah in her desperate attempt to keep the throne of Jerusalem from its legitimate heir.",1970.0,3.85,320.0,296.0,['Drama']
9780140441529,0140441522,The Wasps,The Poet and the Women ; The Frogs,Aristophanes,Drama,http://books.google.com/books/content?id=jInV9Bd_Z88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 'The Wasps' an old-fashioned father and his loose-living son come to blows--and end up in court; elsewhere Aristophanes milks the clash of generations for all it is worth by sending up the purveyors of new ideas like Socrates and Euripides (the most controversial of the great tragedians). In 'The Poet and the Women' Euripides, accused of misogyny, gets a relative in drag to infiltrate an all-woman festival and find out what revenge is being plotted, with predictable bawdy results. In 'The Frogs, ' written in the darkest days of the Peloponnesian War, the god Dionysus descends to the Underworld to find a poet to bring back: does Athens in her hour of danger need the traditional wisdom of Aeschylus or the brilliant modern cleverness of Euripides? As the great debate proceeds, Aristophanes combines parody with slapstick and political discussion with pantomime high spirit, to produce a hilarious and unique masterpiece.",1964.0,3.95,224.0,372.0,['Drama']
